text,label
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Your Amazon order #616 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #168 has shipped.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Tuesday at 1:00 PM.,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #744 has shipped.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Meeting moved to Wednesday 1:00 PM.,SAFE
Your Amazon order #839 has shipped.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Your Amazon order #320 has shipped.,SAFE
Library book due on Wednesday.,SAFE
Your Amazon order #539 has shipped.,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
Library book due on Monday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Dinner at The Diner tonight?,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Your Amazon order #459 has shipped.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Your Amazon order #469 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #533 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Dinner at The Diner tonight?,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #287 has shipped.,SAFE
Mom: Call me when you land.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Your Amazon order #398 has shipped.,SAFE
Mom: Call me when you land.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Invoice paid. Receipt attached.,SAFE
Meeting moved to Monday 3:15 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Library book due on Tuesday.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Meeting moved to Thursday 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #969 has shipped.,SAFE
Your Amazon order #552 has shipped.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Library book due on Wednesday.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Your Amazon order #967 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Thursday.,SAFE
Thanks for your help today!,SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
Library book due on Wednesday.,SAFE
Meeting moved to Thursday 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Meeting moved to Tuesday 1:00 PM.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Library book due on Wednesday.,SAFE
Mom: Call me when you land.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Library book due on Tuesday.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Your Amazon order #558 has shipped.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Friday.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Your Amazon order #908 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Dinner at Sakura tonight?,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Meeting moved to Thursday 11:30 AM.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Your Amazon order #449 has shipped.,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #264 has shipped.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Library book due on Friday.,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #162 has shipped.,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Your Amazon order #193 has shipped.,SAFE
Library book due on Thursday.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Library book due on Monday.,SAFE
Package delivered to your front door.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Thursday.,SAFE
Library book due on Thursday.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Meeting moved to Wednesday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Your Amazon order #596 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Library book due on Friday.,SAFE
Your Amazon order #132 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Friday 3:15 PM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at The Diner tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Dinner at The Diner tonight?,SAFE
Library book due on Monday.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #510 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #628 has shipped.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Your Amazon order #441 has shipped.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Library book due on Friday.,SAFE
Your Amazon order #181 has shipped.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Reminder: dentist appointment on Tuesday at 1:00 PM.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Your Amazon order #304 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 3:15 PM.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Mom: Call me when you land.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Thanks for your help today!,SAFE
Dinner at Sakura tonight?,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Monday.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #595 has shipped.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Mom: Call me when you land.,SAFE
Your Amazon order #382 has shipped.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Sakura tonight?,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Friday 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Meeting moved to Tuesday 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Library book due on Wednesday.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Library book due on Monday.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #348 has shipped.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Library book due on Monday.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Library book due on Monday.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Library book due on Wednesday.,SAFE
Your Amazon order #250 has shipped.,SAFE
Your Amazon order #806 has shipped.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #822 has shipped.,SAFE
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Dinner at Sakura tonight?,SAFE
Dinner at Cafe Luna tonight?,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Dinner at Sakura tonight?,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Library book due on Friday.,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Library book due on Thursday.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Your Amazon order #646 has shipped.,SAFE
Library book due on Wednesday.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Library book due on Friday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Library book due on Tuesday.,SAFE
Your Amazon order #203 has shipped.,SAFE
Your Amazon order #848 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
Library book due on Thursday.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Thanks for your help today!,SAFE
Your Amazon order #335 has shipped.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Reminder: dentist appointment on Tuesday at 1:00 PM.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Dinner at The Diner tonight?,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Library book due on Wednesday.,SAFE
Dinner at The Diner tonight?,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Library book due on Thursday.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Your Amazon order #562 has shipped.,SAFE
Library book due on Friday.,SAFE
Invoice paid. Receipt attached.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Invoice paid. Receipt attached.,SAFE
Your Amazon order #361 has shipped.,SAFE
Your Amazon order #423 has shipped.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Package delivered to your front door.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Library book due on Friday.,SAFE
Your Amazon order #973 has shipped.,SAFE
Mom: Call me when you land.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #917 has shipped.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Library book due on Thursday.,SAFE
Library book due on Thursday.,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Your Amazon order #741 has shipped.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Dinner at Cafe Luna tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Mom: Call me when you land.,SAFE
Library book due on Thursday.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Dinner at The Diner tonight?,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Library book due on Tuesday.,SAFE
Dinner at Sakura tonight?,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
Dinner at Cafe Luna tonight?,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Dinner at Sakura tonight?,SAFE
Your Amazon order #332 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Meeting moved to Thursday 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Meeting moved to Friday 1:00 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Thursday 1:00 PM.,SAFE
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Your Amazon order #756 has shipped.,SAFE
Your Amazon order #139 has shipped.,SAFE
Library book due on Tuesday.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #658 has shipped.,SAFE
Library book due on Thursday.,SAFE
Library book due on Tuesday.,SAFE
Package delivered to your front door.,SAFE
Library book due on Wednesday.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Meeting moved to Wednesday 9:00 AM.,SAFE
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Dinner at The Diner tonight?,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Mom: Call me when you land.,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Dinner at Sakura tonight?,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Mom: Call me when you land.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Your Amazon order #625 has shipped.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #148 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Package delivered to your front door.,SAFE
Library book due on Thursday.,SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #333 has shipped.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Thursday.,SAFE
Invoice paid. Receipt attached.,SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Your Amazon order #669 has shipped.,SAFE
